No,Date,Year,Language Group,Speech/Event,Interaction Type,Field Domain,Field,Tenor,Mode,Opening Evidence,Word Count,File Path
154,2025-10-20,2025,Bahasa Indonesia,Sidang Kabinet Paripurna dalam rangka Memperingati Satu Tahun Pemerintahan Kabinet Merah Putih,Cabinet/executive briefing,Cabinet and executive governance,"Cabinet coordination, government formation, budgeting, regulation, or executive decision-making; activity type—cabinet/executive briefing; institutional setting—presidential/state discourse.","Participants—President as head of government and ministers/senior officials as institutional subordinates; relationship—hierarchical and directive; social proximity—professional, relatively close within government.",Language role—primary/instructional and policy-orienting; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—executive directive/briefing.,"Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat sore, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati Wakil Presiden Rep...",6992,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/154 - President Speech - 2025-10-20 - Sidang Kabinet Paripurna dalam rangka Memperingati Satu Tahun Pemerintahan Kabinet Merah Putih.txt
155,2025-10-23,2025,Bahasa Indonesia,Presiden Republik Federasi Brasil,Press statement / media Q&A,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Yang saya hormati Yang Mulia Presiden Luiz Inacio Lula da Silva, Presiden Republik Federasi Brasil dan Ibu Negara; Para Menteri dan anggota delegasi dari Brasil dan dari In...",1666,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/155 - President Speech - 2025-10-23 - Presiden Republik Federasi Brasil.txt
156,2025-10-29,2025,Bahasa Indonesia,Hari Sumpah Pemuda ke-97 Tahun 2025 dari Presiden Prabowo Subianto,Presidential address,"Religious, cultural, and social solidarity","Religious commemoration, condolences, greetings, social harmony, or civic solidarity; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan, Rahayu. Salam pemuda! Saudara-saudaraku, para pemu...",420,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/156 - President Speech - 2025-10-29 - Hari Sumpah Pemuda ke-97 Tahun 2025 dari Presiden Prabowo Subianto.txt
157,2025-10-29,2025,Bahasa Indonesia,"Pemusnahan Barang Bukti Narkoba 214,84 Ton Senilai Rp29,37 Triliun Periode Satu Tahun Pemerintahan oleh",Presidential address,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian. Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam Kebajikan. Yang saya hormati dan saya banggaka...",2493,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/157 - President Speech - 2025-10-29 - Pemusnahan Barang Bukti Narkoba 214,84 Ton Senilai Rp29,37 Triliun Periode Satu Tahun Pemerintahan oleh.txt"
158,2025-10-29,2025,Bahasa Indonesia,"Pemusnahan Barang Bukti Narkoba Sejumlah 214,84 Ton Senilai Rp29,37 Triliun Periode Satu Tahun",Press statement / media Q&A,"Defence, security, law, and public order","Defence institutions, police/military, law enforcement, corruption, narcotics, or security; activity type—press statement / media q&a; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and journalists/media, with the wider public as overhearing audience; relationship—asymmetrical institutional authority with responsive questioning; social proximity—public, medium distance.","Language role—primary/interpersonal and informational; channel—voice/sound; medium—spoken transcript; register—semi-formal, partly spontaneous; language—Bahasa Indonesia; genre—press transcript with question-answer or statement-response organization.","Presiden Republik Indonesia (Prabowo Subianto) Saya, kita lihat sendiri ya. Saya kira Polri telah bekerja keras bersama BNN dan yang lain-lain. Kita anggap narkoba ini sangat berbahaya untuk kita sekalian ya. Tapi ini p...",185,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/158 - President Speech - 2025-10-29 - Pemusnahan Barang Bukti Narkoba Sejumlah 214,84 Ton Senilai Rp29,37 Triliun Periode Satu Tahun.txt"
159,2026-01-05,2026,Bahasa Indonesia,"Perayaan Natal Nasional Tahun 2025 di Tenis Indoor Senayan, Kota Administrasi Jakarta Pusat, Provinsi",Presidential address,"Religious, cultural, and social solidarity","Religious commemoration, condolences, greetings, social harmony, or civic solidarity; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and invited public/institutional audience; relationship—asymmetrical but ceremonially respectful; social proximity—public and formal.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat malam, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan, Rahayu, rahayu. Yang saya hormati,...",3454,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/159 - President Speech - 2026-01-05 - Perayaan Natal Nasional Tahun 2025 di Tenis Indoor Senayan, Kota Administrasi Jakarta Pusat, Provinsi.txt"
160,2026-01-07,2026,Bahasa Indonesia,"Panen Raya dan Pengumuman Swasembada Pangan di Desa Kertamukti, Kabupaten Karawang, Provinsi Jawa Barat",Presidential address,"Food security, agriculture, and rural development","Agricultural production, food self-sufficiency, planting, fisheries, or rural welfare; activity type—presidential address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound via mediated broadcast; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan, Rahayu, rahayu. Yang saya hormati,...",3552,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/160 - President Speech - 2026-01-07 - Panen Raya dan Pengumuman Swasembada Pangan di Desa Kertamukti, Kabupaten Karawang, Provinsi Jawa Barat.txt"
161,2026-01-07,2026,Bahasa Indonesia,"Taklimat Awal Tahun Presiden Republik Indonesia di Hambalang, Provinsi Jawa Barat",Cabinet/executive briefing,Cabinet and executive governance,"Cabinet coordination, government formation, budgeting, regulation, or executive decision-making; activity type—cabinet/executive briefing; institutional setting—presidential/state discourse.","Participants—President as head of government and ministers/senior officials as institutional subordinates; relationship—hierarchical and directive; social proximity—professional, relatively close within government.",Language role—primary/instructional and policy-orienting; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—executive directive/briefing.,"Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahi wabarakatuh, Selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om Swastiastu, Namo Buddhaya, Salam Kebajikan, Rahayu, rahayu. Yang saya hormati,...",1574,"/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/161 - President Speech - 2026-01-07 - Taklimat Awal Tahun Presiden Republik Indonesia di Hambalang, Provinsi Jawa Barat.txt"
162,2026-01-08,2026,Bahasa Indonesia,Pemberian Penghargaan Atlet SEA Games Ke-33 Thailand,Presidential address,International diplomacy and strategic partnership,"Bilateral or multilateral diplomacy, foreign relations, and strategic cooperation; activity type—presidential address; institutional setting—presidential/state discourse.","Participants—President Prabowo Subianto and foreign leaders/diplomatic or international elites; relationship—formally equal sovereign actors, high mutual respect; social proximity—distant to moderately close, protocol-bound.","Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim. Assalamu’alaikum warahmatullahiwabarakatuh, Selamat sore, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan. Yang saya hormati para Menteri Koordi...",1357,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/162 - President Speech - 2026-01-08 - Pemberian Penghargaan Atlet SEA Games Ke-33 Thailand.txt
163,2026-01-12,2026,Bahasa Indonesia,Peresmian 166 Sekolah Rakyat di 34 Provinsi di Balai Besar Pendidkan Pelatihan Kesejahteran Sosial,Ceremonial / policy address,Education and human-capital development,"Schools, universities, teachers, students, defence education, or human-resource development; activity type—ceremonial / policy address; institutional setting—presidential/state discourse.",Participants—President and citizens/sectoral public audience; relationship—asymmetrical national leadership with persuasive solidarity; social proximity—public but affectively inclusive.,"Language role—primary/informational, ceremonial, and persuasive; channel—voice/sound; medium—spoken transcript; register—formal; language—Bahasa Indonesia; genre—prepared presidential speech/address.","Bismillahirrahmanirrahim, Assalamu’alaikum warahmatullahi wabarakatuh, Selamat pagi oh sudah selamat siang, Salam sejahtera bagi kita sekalian, Syalom, Salve, Om swastiastu, Namo Buddhaya, Salam kebajikan. Yang saya hor...",3638,/Users/sastrajendra/Documents/Currents/Research Papers/Prabowo's Speeches/Bahasa Indonesia/163 - President Speech - 2026-01-12 - Peresmian 166 Sekolah Rakyat di 34 Provinsi di Balai Besar Pendidkan Pelatihan Kesejahteran Sosial.txt
